date,tau_along_3d,tau_along_7d,tau_along_14d,tau_along_30d,wind3_7d,wind3_30d,sstC_7d,sstC_30d,dT_14d,heat_14d,heat_30d,tp_mm_7d,tp_mm_30d,region,fraser_log_7d,fraser_log_30d
2019-05-11 00:00:00+00:00,0.0049652598584916975,0.005449077639647177,0.003905522865586738,0.001594023480213972,11.551276961074974,22.503086387320806,12.463410476190493,10.555058861111133,1.2079937202380873,564.4122389715609,519.0011809143518,0.0,3.1144142134433332,burrard,3.4541352686579776,3.4493375968449493
2019-05-12 00:00:00+00:00,-0.003711778543441122,0.0037379476289273886,0.002387062879519973,0.0010688700570262734,14.596968026517988,23.04270794353365,12.638590476190497,10.713345888888913,1.3286487202380906,562.1989640790345,519.6835293904321,0.004700251937144887,3.040615716070667,burrard,3.4816729509792395,3.453691459161616
2019-05-13 00:00:00+00:00,-0.00797376170379995,0.0015289662947652234,0.0008820098474829846,0.0015539321805766214,17.039113543052817,21.2820281537827,12.83446261904764,10.889535527777804,1.2890930357142776,557.6440354745371,523.220461415895,0.004700251937144887,2.5982062065880003,burrard,3.5129261324831993,3.4595783301968352
2019-05-14 00:00:00+00:00,-0.011351931933999153,-0.0019861338998746073,-0.0004391952891326682,0.0012318831441861247,16.33760290118197,21.723611372921074,13.010906428571454,11.048845333333361,1.1655017261904683,547.3009622519842,521.4311676620371,1.0788100005514305,2.779181800508,burrard,3.547346374129682,3.467235076532488
2019-05-15 00:00:00+00:00,-0.0078956583955732,-0.0028338205271375557,-0.00032779473156000497,0.0013980482075040834,15.384045524159502,21.47328104974832,13.151272738095274,11.209652083333363,1.121966428571422,550.5106559771826,524.060668611111,1.5627997219171448,2.8317769401133335,burrard,3.583813874858726,3.476595963518344
2019-05-16 00:00:00+00:00,-0.0016270850614495396,-0.003917016631253476,0.0005900724318622817,0.0016392425187259035,11.809501750048314,21.85145921855174,13.29554571428574,11.362463777777807,1.2534970238095176,552.5044188740079,526.5183185223766,1.709529326797145,2.8631687194986664,burrard,3.6193663880511573,3.487221255605825
2019-05-17 00:00:00+00:00,0.00219194662131062,-0.004136166766663523,0.0008316782431849583,0.002135326710431229,13.273953155047725,21.08422276338648,13.437143333333365,11.517137055555585,1.3123115178571336,556.9618018105159,529.6051591473765,2.193927762111431,2.788607282805333,burrard,3.6554816262648493,3.499005821221602
2019-05-18 00:00:00+00:00,-0.00039010560264945347,-0.005128977153340907,0.00016005024315313764,0.002158783288577581,14.919672314855962,20.379740893143172,13.563132976190511,11.671630416666696,1.3055283630952286,560.3446873677249,535.8112835069445,2.1941321208914304,1.778666184087333,burrard,3.6876044075011585,3.5113385415705283
2019-05-19 00:00:00+00:00,-0.0006387653879606445,-0.0026000109931904147,0.000568968317868489,0.002437290846819468,13.171281593521877,20.653495350757417,13.640482500000035,11.812170250000031,1.3801274702380835,562.5143789599867,540.8131391589507,2.197674339940002,1.2427012156506667,burrard,3.7117312083872323,3.521734160458747
2019-05-20 00:00:00+00:00,-0.0036641530983912655,-0.0022891916500598014,-0.000380112677647287,0.0016456991433357114,12.337853961570962,20.01552916253954,13.76402023809527,11.973247527777806,1.2736070833333233,556.3012917906747,539.1037799035494,2.572604584520002,1.3294537890893332,burrard,3.7310326415960238,3.532489891145508
2019-05-21 00:00:00+00:00,0.00013457231064569627,-0.00020618961992168483,-0.0010961617598981442,0.0019282729375444134,9.914668302243882,19.958599800773495,13.850187500000029,12.11168461111114,1.0622836309523709,555.1710091269841,541.4572102199074,2.4499212122628586,1.5508015994493332,burrard,3.745909002737638,3.542896390916242
2019-05-22 00:00:00+00:00,-0.0017790526407245207,2.1391473173306085e-05,-0.0014062145269821227,0.0025693538207565364,9.936943757456609,18.250991102250513,13.955386071428595,12.249255138888918,0.9755947619047488,554.5865105324075,548.5147143479938,1.9710404603257161,1.2330532079293333,burrard,3.755998168011743,3.552664649263145
2019-05-23 00:00:00+00:00,0.0012898320879206513,-0.0010390843003297194,-0.002478050465791596,0.0026965535308546462,8.312916176872926,18.109406748615516,14.015250000000028,12.368669694444472,0.956806874999992,556.3620358052249,552.7214010763889,1.8243108554457161,0.9583473210293333,burrard,3.7650023662502146,3.56234559266476
2019-05-24 00:00:00+00:00,-0.00032574102454388493,-0.0012851986110021872,-0.002710682688832853,0.0023031503153110133,7.013131703920593,17.367887131697092,14.082801309523834,12.502093194444473,0.6924213988095167,547.8015568039021,551.0827472530865,1.8392290501971449,1.0740439115373333,burrard,3.7717925412875943,3.5725892280449556
2019-05-25 00:00:00+00:00,-0.004067176369791503,-0.0015544959984590005,-0.0033417365758999515,0.001755901123948448,7.667389400142726,17.69728792664858,14.109538690476215,12.620917277777806,0.22055127976189834,534.3738611193783,548.7771943981481,3.1273024537028595,1.3746420560706667,burrard,3.777128369218551,3.5825093026869457
2019-05-26 00:00:00+00:00,-0.0034083800904759075,-0.0022260620299791177,-0.0024130365115847645,0.0017541909768756358,6.5410561839315235,17.676763105682646,14.078431071428602,12.734058722222251,0.16623488095236943,540.9306270585317,551.3581111574074,3.163133360474288,1.3841946938806666,burrard,3.7838505655480277,3.591764544127139
2019-05-27 00:00:00+00:00,-0.0028748339701868283,-0.0009469189846288566,-0.001618055317344327,0.0003192157330857644,4.2668412276764,10.334643914502836,14.081851428571465,12.86501300000003,0.3899499404761814,551.6446055638228,554.2717594020063,2.7932439658314303,1.3710657773966666,burrard,3.79029033336734,3.601551794033123
2019-05-28 00:00:00+00:00,-0.004469664551868049,-0.003527740368107748,-0.0018669649940147145,-0.0005242959108735163,8.18770832181586,10.691066667747917,14.200121071428603,13.023053500000028,0.5290832440476143,565.870139823082,556.2693710416667,1.8508774955457166,1.3700644193633333,burrard,3.7955222608020494,3.612301445581211
2019-05-29 00:00:00+00:00,-0.009206358999857273,-0.0054091933267502975,-0.002693900926788493,-0.0012550308230964804,11.584015421076097,10.934239417187122,14.290267142857171,13.163895305555583,0.5646015476190444,565.4358963541666,557.102859992284,1.8560545847857166,1.3718922951226666,burrard,3.8009293447026837,3.623918321673536
2019-05-30 00:00:00+00:00,-0.010458097136510289,-0.005981745795099259,-0.0035104150477144875,-0.001618935926034405,12.244189143305098,10.748319599505974,14.436376309523837,13.312492250000027,0.5007668749999945,572.8719156167328,559.977871554784,1.8560545847857166,1.3650576292026666,burrard,3.8052711014873886,3.6363407185569683
2019-05-31 00:00:00+00:00,-0.007552417597456715,-0.0066248874707846754,-0.0039550430408934285,-0.0017569053828991907,13.301767397632052,11.010406302947079,14.666226547619074,13.473038194444468,0.5481602976190426,581.3085269758598,563.6996005015432,1.3567379547200022,1.3645648974706668,burrard,3.8084534435889816,3.649550653943804
